track_spotify_id,artist_name,title,keywords,normalized_keywords
1RKUoGiLEbcXN4GY4spQDx,Gorillaz,Clint Eastwood,"['introspection', 'melancholy', 'urban', 'groove', 'mystery', 'hip hop', 'alternative', 'electronic', 'rap', 'laid-back', 'moody', 'chill', 'dark', 'rhythmic', 'vintage', 'storytelling', 'conflict', 'cool', 'beat-driven', 'atmospheric', 'melodic', 'underground', 'fusion', 'jazzy', 'gritty']","['mood', 'mystery', 'moody', 'rhythm', 'gritty', 'beat', 'electro', 'fusion', 'atmosphere', 'chill', 'narrative', 'alternative', 'groove', 'dark', 'cool', 'introspection', 'rap', 'legacy', 'jazz', 'laid-back', 'underground', 'melody', 'city', 'conflict']"
1SBwYuWcbpJOXZBlzWfJQw,Aterciopelados,Baracunatana,"['cultural fusion', 'energetic', 'rhythmic', 'celebration', 'vibrant', 'latin rock', 'folk influences', 'danceable', 'percussion', 'expressive vocals', 'traditional instruments', 'festive mood', 'dynamic tempo', 'social themes', 'emotional intensity', 'uplifting', 'earthy tones', 'melodic hooks', 'poetic lyrics', 'spiritual undertones', 'community', 'movement', 'passion', 'colorful', 'authentic']","['social themes', 'vibrant', 'lyrics', 'movement', 'folk', 'culture', 'vocals', 'energy', 'hook', 'dance', 'passion', 'festive', 'community', 'authentic', 'drums', 'spiritual', 'tempo', 'color', 'warm tones', 'traditional instruments', 'uplift', 'emotion', 'rhythm', 'latin rock', 'celebration']"
1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO (Call Me By Your Name),"['identity', 'self-expression', 'desire', 'freedom', 'confession', 'pop', 'rap', 'trap', 'bold', 'provocative', 'sensual', 'emotional', 'youth', 'rebellion', 'love', 'acceptance', 'fantasy', 'nightlife', 'confidence', 'vulnerability', 'modern', 'catchy', 'anthem', 'introspection', 'boldness']","['bold', 'nightlife', 'self-expression', 'fantasy', 'confident', 'teen', 'rebellion', 'desire', 'identity', 'confession', 'introspection', 'pop', 'modern', 'rap', 'engaging', 'freedom', 'sensual', 'love', 'catchy', 'vulnerable', 'anthem', 'emotion', 'acceptance', 'trap']"
1SKPmfSYaPsETbRHaiA18G,Keane,Somewhere Only We Know,"['nostalgia', 'introspection', 'melancholy', 'hope', 'connection', 'piano', 'alternative rock', 'emotional', 'reflective', 'soft rock', 'yearning', 'memory', 'quiet', 'sentimental', 'dreamy', 'love', 'escape', 'peaceful', 'longing', 'melodic', 'heartfelt', 'gentle', 'atmospheric', 'intimate', 'timeless']","['mood', 'piano', 'escape', 'hope', 'atmosphere', 'reflection', 'timeless', 'nostalgia', 'sentimental', 'rock', 'desire', 'introspection', 'memory', 'loud', 'peace', 'melody', 'connection', 'sensual', 'love', 'heartfelt', 'emotion', 'dream', 'gentle']"
1TEjSXPdAakDotj2Wji3PU,Katy Perry,Hot N Cold,"['relationship', 'confusion', 'emotional conflict', 'indecision', 'love', 'pop', 'upbeat', 'dance', 'catchy', 'energetic', 'youthful', 'breakup', 'mood swings', 'romantic tension', 'playful', 'dynamic', 'contrast', 'feelings', 'vibrant', 'expressive', 'modern', 'fun', 'tempo', 'synth', 'hook']","['romance', 'vibrant', 'feeling', 'breakup', 'fun', 'energy', 'indecision', 'hook', 'dance', 'youthful', 'mood swings', 'upbeat', 'contrast', 'pop', 'modern', 'relationship', 'playful', 'dynamic', 'expressive', 'tempo', 'confusion', 'love', 'catchy', 'synth', 'conflict']"
1TcwFgNVSk901hK4Rwpcsn,La Quinta Estacion,Algo Más,"['longing', 'desire', 'love', 'heartbreak', 'yearning', 'romantic', 'emotional', 'passion', 'melancholy', 'sentimental', 'ballad', 'soft rock', 'introspective', 'vocal', 'acoustic', 'dramatic', 'nostalgic', 'relationship', 'hope', 'regret', 'intensity', 'expressive', 'slow tempo', 'poetic', 'soulful']","['romance', 'mood', 'hope', 'regret', 'breakup', 'acoustic', 'drama', 'intensity', 'nostalgia', 'passion', 'sentimental', 'rock', 'desire', 'ballad', 'introspection', 'poetic', 'relationship', 'expressive', 'tempo', 'soul', 'love', 'emotion', 'vocal']"
1VgpJdh5WJRLw0GTHL34h2,Raffaella Carrà,Luca,"['nostalgia', 'romance', 'melancholy', 'passion', 'yearning', 'italian pop', '1970s', 'danceable', 'emotional', 'dramatic', 'love story', 'sentimental', 'retro', 'expressive vocals', 'classic', 'heartfelt', 'melodic', 'rhythmic', 'intimate', 'storytelling', 'warmth', 'vintage', 'soft beats', 'lyrical', 'timeless']","['romance', 'mood', 'love story', 'beat', 'drama', 'lyrical', 'vocals', 'narrative', 'timeless', 'nostalgia', 'passion', 'dance', 'sentimental', 'desire', 'classic', '70s', 'retro', 'pop', 'legacy', 'cold', 'melody', 'sensual', 'heartfelt', 'emotion', 'rhythm']"
1Vw3eejKjUosMf7oYfGGPx,Mentiras: La Serie,Cuando Baja La Marea (feat. Regina Blandón),"['heartbreak', 'longing', 'melancholy', 'reflection', 'loss', 'emotional', 'slow tempo', 'romantic', 'introspective', 'acoustic', 'nostalgic', 'vulnerable', 'sadness', 'love', 'yearning', 'soft vocals', 'sentimental', 'moodiness', 'quiet', 'pensive', 'gentle', 'storytelling', 'intimate', 'poignant', 'mood']","['mood', 'romance', 'breakup', 'acoustic', 'vocals', 'narrative', 'reflection', 'poignant', 'nostalgia', 'pensive', 'sentimental', 'desire', 'introspection', 'loud', 'tempo', 'sensual', 'love', 'loss', 'sadness', 'vulnerable', 'emotion', 'gentle']"
1WniHvhq9zTkny0WvGXX8o,Shakira,Chantaje,"['seduction', 'temptation', 'desire', 'flirtation', 'passion', 'latin pop', 'dance rhythm', 'urban beat', 'romantic tension', 'playful', 'conflict', 'power dynamics', 'nightlife', 'allure', 'provocative', 'energy', 'rhythmic', 'sensual', 'duet', 'emotional', 'bold', 'expressive', 'dynamic', 'catchy', 'modern']","['romance', 'urban beat', 'bold', 'nightlife', 'conflict', 'energy', 'passion', 'allure', 'seduction', 'flirty', 'desire', 'duet', 'pop', 'modern', 'temptation', 'playful', 'engaging', 'expressive', 'dynamic', 'power', 'sensual', 'catchy', 'emotion', 'rhythm']"
1XGmzt0PVuFgQYYnV2It7A,Maroon 5,Payphone,"['regret', 'nostalgia', 'lost love', 'heartbreak', 'longing', 'pop rock', 'melancholy', 'emotional', 'relationship', 'communication', 'missed opportunities', 'urban setting', 'youth', 'reflection', 'distance', 'sadness', 'hope', 'memory', 'breakup', 'vulnerability', 'catchy', 'mainstream', 'sentimental', 'storytelling', 'melody']","['mood', 'hope', 'regret', 'breakup', 'narrative', 'reflection', 'nostalgia', 'teen', 'mainstream', 'sentimental', 'desire', 'lost love', 'pop', 'relationship', 'memory', 'distance', 'melody', 'missed opportunities', 'city', 'catchy', 'sadness', 'vulnerable', 'emotion', 'communication']"
1XcGTO0nvRNyz7ugBPX1lu,Luis Fonsi,Corazón En La Maleta,"['heartbreak', 'love', 'longing', 'emotional', 'sadness', 'romantic', 'passion', 'regret', 'loss', 'melancholy', 'ballad', 'Latin pop', 'sentimental', 'vulnerable', 'yearning', 'intimacy', 'relationship', 'memory', 'pain', 'hope', 'slow tempo', 'expressive', 'nostalgia', 'devotion', 'heart']","['romance', 'mood', 'devotion', 'hope', 'regret', 'breakup', 'nostalgia', 'passion', 'sentimental', 'desire', 'ballad', 'pop', 'heart', 'relationship', 'memory', 'expressive', 'hurt', 'tempo', 'sensual', 'love', 'loss', 'sadness', 'vulnerable', 'emotion']"
1YtZ6sHC4TalQbK4c37bqJ,La Oreja de Van Gogh,Muñeca de Trapo,"['heartbreak', 'loss', 'sadness', 'emotional pain', 'vulnerability', 'pop rock', 'melancholic', 'romantic', 'introspective', 'nostalgic', 'love', 'regret', 'fragility', 'relationship', 'sorrow', 'soft vocals', 'sentimental', 'yearning', 'melody', 'expressive', 'hurt', 'delicate', 'reflection', 'empathy', 'mourning']","['romance', 'melancholic', 'regret', 'breakup', 'vocals', 'reflection', 'grief', 'nostalgia', 'fragility', 'sentimental', 'desire', 'delicate', 'introspection', 'pop', 'relationship', 'empathy', 'expressive', 'hurt', 'melody', 'sorrow', 'love', 'loss', 'sadness', 'vulnerable', 'emotion']"
1aEsjwEVEQg9CD4EqqIrqT,La Oreja de Van Gogh,La Chica del Gorro Azul,"['nostalgia', 'romance', 'memory', 'melancholy', 'youth', 'pop', 'soft rock', 'storytelling', 'love', 'reflection', 'urban', 'casual', 'blue hat', 'summer', 'hope', 'longing', 'emotional', 'melody', 'sentimental', 'relationship', 'daydream', 'warmth', 'friendship', 'gentle', 'introspection']","['mood', 'romance', 'blue hat', 'hope', 'summer', 'daydream', 'narrative', 'reflection', 'nostalgia', 'teen', 'casual', 'sentimental', 'rock', 'friends', 'desire', 'introspection', 'pop', 'memory', 'relationship', 'cold', 'melody', 'city', 'love', 'emotion', 'gentle']"
1aSjgqYklzgdzOXSXLrWSn,Meghan Trainor,Bang Dem Sticks,"['empowerment', 'confidence', 'assertiveness', 'energy', 'boldness', 'pop', 'dance', 'upbeat', 'rhythmic', 'party', 'celebration', 'fun', 'attitude', 'strong beat', 'female empowerment', 'self-expression', 'vibrant', 'catchy', 'modern', 'youthful', 'dynamic', 'lively', 'club', 'movement', 'festive']","['vibrant', 'club', 'bold', 'beat', 'movement', 'self-expression', 'fun', 'confident', 'energy', 'dance', 'youthful', 'festive', 'attitude', 'upbeat', 'assertive', 'pop', 'modern', 'lively', 'dynamic', 'empowerment', 'catchy', 'party', 'rhythm', 'celebration']"
1bmlvIGtJ6Zd5g1zKcX5Zk,La Oreja de Van Gogh,Dulce Locura,"['love', 'passion', 'madness', 'romance', 'emotion', 'pop', 'melodic', 'sentimental', 'heartbreak', 'yearning', 'intensity', 'dreamy', 'soft vocals', 'nostalgia', 'relationship', 'desire', 'vulnerability', 'hope', 'expressive', 'warmth', 'rhythm', 'introspection', 'affection', 'tenderness', 'melancholy']","['romance', 'mood', 'affection', 'hope', 'breakup', 'vocals', 'intensity', 'nostalgia', 'passion', 'sentimental', 'desire', 'madness', 'introspection', 'pop', 'relationship', 'cold', 'expressive', 'melody', 'love', 'vulnerable', 'tender', 'emotion', 'rhythm', 'dream']"
1cmmaVtWXhsEcP5iI2qFzg,PXNDX,Muñeca,"['love', 'heartbreak', 'emotional', 'intense', 'passion', 'rock', 'alternative', 'melancholy', 'youth', 'rebellion', 'dark', 'energy', 'guitar', 'lyrics', 'relationship', 'pain', 'nostalgia', 'raw', 'expressive', 'vulnerability', 'desire', 'conflict', 'melody', 'sentiment', 'dramatic']","['mood', 'sentiment', 'lyrics', 'guitar', 'breakup', 'drama', 'energy', 'alternative', 'teen', 'passion', 'rebellion', 'nostalgia', 'rock', 'desire', 'intense', 'dark', 'relationship', 'expressive', 'hurt', 'melody', 'raw', 'love', 'vulnerable', 'emotion', 'conflict']"
1dQQzEYri02HhHvkbDfBsB,DJ Memo,Fotogenica,"['energetic', 'dance', 'party', 'vibrant', 'upbeat', 'electronic', 'club', 'rhythmic', 'bass', 'nightlife', 'celebration', 'dynamic', 'festive', 'groovy', 'beat-driven', 'youthful', 'exciting', 'movement', 'pulse', 'melodic', 'modern', 'lively', 'fun', 'electro', 'catchy']","['vibrant', 'club', 'beat', 'nightlife', 'movement', 'pulse', 'electro', 'fun', 'energy', 'bass', 'dance', 'youthful', 'festive', 'upbeat', 'modern', 'lively', 'dynamic', 'groovy', 'melody', 'catchy', 'party', 'rhythm', 'exciting', 'celebration']"
1dm6z1fWB0cErMszU25dy2,Bad Bunny,Después de la Playa,"['summer vibes', 'beach party', 'reggaeton', 'romantic tension', 'nightlife', 'dance rhythm', 'urban style', 'Latin music', 'warm weather', 'youth culture', 'flirtation', 'celebration', 'freedom', 'passion', 'escape', 'fun', 'energy', 'tropical', 'melancholy', 'desire', 'friendship', 'music festival', 'sunset', 'vibrant', 'relaxation']","['weather', 'romance', 'mood', 'vibrant', 'reggae', 'escape', 'nightlife', 'summer', 'relaxing', 'beach', 'fun', 'energy', 'teen', 'passion', 'flirty', 'friends', 'festival', 'desire', 'latin', 'tropical', 'freedom', 'sun', 'city', 'rhythm', 'celebration']"
1ewMCmw7qCb5a9ttqiyemu,Bruno Mars,Liquor Store Blues (feat. Damian Marley),"['heartache', 'escape', 'regret', 'addiction', 'pain', 'reggae', 'soul', 'melancholy', 'introspection', 'nightlife', 'loneliness', 'vulnerability', 'emotional struggle', 'urban', 'smooth rhythm', 'blues influence', 'despair', 'reflection', 'coping', 'dark mood', 'relaxing beat', 'storytelling', 'raw emotion', 'slow tempo', 'confession']","['mood', 'solitude', 'addiction', 'despair', 'reggae', 'coping', 'escape', 'beat', 'nightlife', 'regret', 'feeling', 'narrative', 'reflection', 'struggle', 'dark', 'confession', 'introspection', 'heart', 'hurt', 'tempo', 'blues', 'soul', 'city', 'vulnerable', 'rhythm']"
1ez4uWPnJwYufNhYTLVsJr,System Of A Down,Soldier Side,"['war', 'conflict', 'sacrifice', 'loss', 'patriotism', 'metal', 'alternative', 'intense', 'emotional', 'political', 'military', 'battlefield', 'anger', 'grief', 'criticism', 'dark', 'powerful', 'aggressive', 'reflection', 'struggle', 'violence', 'protest', 'hard rock', 'raw', 'urgent']","['metal', 'heavy', 'violent', 'critique', 'anger', 'grief', 'reflection', 'alternative', 'protest', 'struggle', 'battlefield', 'rock', 'intense', 'dark', 'war', 'political', 'sacrifice', 'raw', 'patriotism', 'urgent', 'loss', 'emotion', 'conflict']"
1fr92Vupmcs2vgLMFVQ7rd,The Rasmus,In the Shadows,"['darkness', 'mystery', 'introspection', 'melancholy', 'isolation', 'rock', 'alternative', 'emotional', 'moody', 'guitar', 'night', 'struggle', 'hidden', 'secrets', 'loneliness', 'depth', 'atmospheric', 'dramatic', 'energy', 'conflict', 'shadow', 'intense', 'brooding', 'powerful', 'raw']","['mood', 'mystery', 'solitude', 'moody', 'heavy', 'isolation', 'guitar', 'hidden', 'drama', 'atmosphere', 'energy', 'alternative', 'struggle', 'rock', 'intense', 'dark', 'night', 'shadow', 'introspection', 'raw', 'brooding', 'depth', 'emotion', 'conflict', 'secret']"
1fscxlCZZpjzDnS8CSJmuL,Taylor Swift,Blank Space,"['romantic tension', 'relationship drama', 'playful sarcasm', 'emotional complexity', 'dark humor', 'pop', 'catchy melody', 'satirical lyrics', 'love obsession', 'breakup', 'jealousy', 'manipulation', 'luxury lifestyle', 'dating', 'heartbreak', 'intense emotions', 'storytelling', 'modern romance', 'dramatic', 'conflict', 'self-awareness', 'flirtation', 'power dynamics', 'vulnerability', 'irony']","['romance', 'lyrics', 'irony', 'breakup', 'drama', 'narrative', 'awareness', 'flirty', 'manipulation', 'intense', 'humor', 'pop', 'obsession', 'modern', 'power', 'dating', 'luxury', 'jealousy', 'catchy', 'vulnerable', 'emotion', 'conflict', 'sarcasm']"
1gEt7PRmV5STLdarNc2YQb,Morat,Ahora Que No Puedo Hablar,"['heartbreak', 'regret', 'longing', 'silence', 'lost love', 'acoustic', 'latin pop', 'emotional', 'melancholy', 'nostalgia', 'relationship', 'yearning', 'introspection', 'soft vocals', 'guitar', 'sentimental', 'reflective', 'slow tempo', 'vulnerability', 'romantic', 'sadness', 'expressive', 'mood', 'storytelling', 'love song']","['mood', 'romance', 'guitar', 'scream', 'regret', 'breakup', 'acoustic', 'vocals', 'narrative', 'reflection', 'nostalgia', 'sentimental', 'desire', 'introspection', 'lost love', 'pop', 'relationship', 'expressive', 'tempo', 'love', 'sadness', 'vulnerable', 'emotion']"
1huvTbEYtgltjQRXzrNKGi,Ed Sheeran,Don't,"['heartbreak', 'regret', 'betrayal', 'love', 'conflict', 'pop', 'acoustic', 'emotional', 'relationship', 'trust', 'introspection', 'vulnerability', 'melancholy', 'guitar', 'rhythm', 'soulful', 'passion', 'youth', 'pain', 'honesty', 'storytelling', 'confrontation', 'raw', 'intense', 'reflection']","['trust', 'mood', 'betrayal', 'guitar', 'conflict', 'regret', 'breakup', 'acoustic', 'narrative', 'reflection', 'teen', 'passion', 'intense', 'introspection', 'honesty', 'pop', 'confrontation', 'relationship', 'hurt', 'raw', 'soul', 'love', 'vulnerable', 'emotion', 'rhythm']"
1iEwyiSLAunPR6uouANE0O,Maluma,El Perdedor,"['heartbreak', 'loss', 'regret', 'sadness', 'love', 'latin pop', 'romantic', 'emotional', 'passion', 'melancholy', 'relationship', 'breakup', 'yearning', 'slow tempo', 'sentimental', 'vulnerable', 'introspection', 'desire', 'pain', 'nostalgia', 'rhythmic', 'ballad', 'expressive', 'sorrow', 'longing']","['romance', 'mood', 'regret', 'breakup', 'nostalgia', 'passion', 'sentimental', 'desire', 'ballad', 'introspection', 'pop', 'relationship', 'expressive', 'hurt', 'tempo', 'sorrow', 'love', 'loss', 'sadness', 'vulnerable', 'emotion', 'rhythm']"
1iRvhKiXRElIH2Uf4gd95P,Jesse & Joy,Dueles,"['heartbreak', 'pain', 'loss', 'sadness', 'emotional', 'pop', 'ballad', 'romantic', 'melancholy', 'love', 'vulnerability', 'introspection', 'sorrow', 'relationship', 'regret', 'slow tempo', 'sentimental', 'expressive', 'soft vocals', 'acoustic', 'yearning', 'reflective', 'tearful', 'longing', 'empathy']","['romance', 'mood', 'regret', 'breakup', 'acoustic', 'vocals', 'reflection', 'sentimental', 'desire', 'ballad', 'introspection', 'pop', 'relationship', 'empathy', 'expressive', 'hurt', 'tempo', 'sorrow', 'love', 'loss', 'sadness', 'vulnerable', 'tears', 'emotion']"
1jDJFeK9x3OZboIAHsY9k2,Elton John,I'm Still Standing,"['resilience', 'strength', 'optimism', 'perseverance', 'confidence', 'pop rock', 'uplifting', '80s vibe', 'empowerment', 'comeback', 'survival', 'determination', 'energy', 'celebration', 'independence', 'victory', 'hope', 'boldness', 'self-assurance', 'danceable', 'positive attitude', 'rebirth', 'motivation', 'joy', 'endurance']","['triumph', 'bold', 'motivation', 'independent', 'perseverance', 'rebirth', 'hope', 'joy', 'self-assured', 'confident', 'energy', 'dance', 'attitude', 'determination', 'comeback', 'pop', 'endurance', 'strong', '80s', 'empowerment', 'death', 'uplift', 'optimism', 'resilience', 'celebration']"
1jiQYy7fysk0pGHQCdwl1y,Gloria Trevi,Hijoeputa,"['rebellion', 'anger', 'defiance', 'empowerment', 'raw emotion', 'pop rock', 'provocative', 'bold lyrics', 'confrontation', 'passion', 'intensity', 'freedom', 'strength', 'outburst', 'criticism', 'vulnerability', 'energy', 'attitude', 'expression', 'resilience', 'conflict', 'boldness', 'frustration', 'courage', 'truth']","['bold', 'critique', 'feeling', 'anger', 'lies', 'energy', 'intensity', 'passion', 'rebellion', 'frustration', 'attitude', 'defiance', 'bravery', 'pop', 'confrontation', 'equality', 'freedom', 'engaging', 'strong', 'outburst', 'empowerment', 'vulnerable', 'conflict', 'resilience']"
1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,"['heartbreak', 'betrayal', 'pain', 'anger', 'darkness', 'pop', 'emotional', 'dramatic', 'intense', 'youth', 'love lost', 'revenge', 'melancholy', 'vulnerability', 'conflict', 'night', 'gothic', 'powerful', 'raw', 'haunting', 'relationship', 'self-discovery', 'bitterness', 'strength', 'despair']","['mood', 'betrayal', 'despair', 'heavy', 'revenge', 'breakup', 'anger', 'drama', 'discovery', 'teen', 'bitterness', 'intense', 'dark', 'night', 'lost love', 'pop', 'relationship', 'ghosts', 'gothic', 'hurt', 'strong', 'raw', 'vulnerable', 'emotion', 'conflict']"
1lcaG7worZLgdGuniOfGje,Carlos Vives,Fruta Fresca,"['freshness', 'romance', 'joy', 'summer', 'vibrancy', 'tropical', 'latin pop', 'dance', 'love', 'nature', 'rhythm', 'celebration', 'warmth', 'energy', 'passion', 'melody', 'uplifting', 'sensual', 'colorful', 'festive', 'cheerful', 'heartbeat', 'sunshine', 'movement', 'flavor']","['romance', 'mood', 'movement', 'summer', 'joy', 'energy', 'dance', 'passion', 'festive', 'vibrance', 'pop', 'heart', 'tropical', 'fresh', 'cold', 'sun', 'color', 'melody', 'sensual', 'love', 'uplift', 'nature', 'flavor', 'rhythm', 'celebration']"
1lguQJjlNrIOoOylYVZN3M,Twenty One Pilots,The Judge,"['introspection', 'conflict', 'self-doubt', 'judgment', 'emotional struggle', 'alternative rock', 'indie', 'melancholy', 'dark', 'reflective', 'vulnerability', 'identity', 'anxiety', 'hope', 'raw', 'dynamic', 'expressive', 'moody', 'personal', 'intense', 'narrative', 'soul-searching', 'melodic', 'contemplative', 'alternative']","['judgment', 'mood', 'moody', 'self-doubt', 'hope', 'narrative', 'reflection', 'alternative', 'struggle', 'rock', 'intense', 'dark', 'identity', 'introspection', 'dynamic', 'expressive', 'melody', 'indie', 'raw', 'soul', 'contemplation', 'fear', 'personal', 'vulnerable', 'conflict']"
1lxswgIpzV6HhENRvkflES,Farruko,Chillax (feat. Ky-Mani Marley),"['relaxation', 'chill vibe', 'laid-back', 'calm', 'peaceful', 'reggae fusion', 'urban', 'summer', 'groove', 'smooth rhythm', 'positive energy', 'danceable', 'island influence', 'feel-good', 'melodic', 'party', 'warmth', 'easygoing', 'youthful', 'sunset', 'vibes', 'casual', 'escape', 'freedom', 'joy']","['easygoing', 'reggae', 'escape', 'summer', 'joy', 'relaxing', 'chill', 'calm', 'feel-good', 'dance', 'youthful', 'vibe', 'casual', 'groove', 'positive', 'cold', 'island influence', 'laid-back', 'sun', 'freedom', 'peace', 'melody', 'city', 'party', 'rhythm']"
1mKXFLRA179hdOWQBwUk9e,P!nk,Just Give Me a Reason (feat. Nate Ruess),"['relationship', 'communication', 'reconciliation', 'emotional', 'hopeful', 'pop', 'ballad', 'duet', 'love', 'conflict', 'vulnerability', 'intimacy', 'heartbreak', 'forgiveness', 'honesty', 'melancholy', 'passion', 'connection', 'trust', 'healing', 'soft', 'sentimental', 'expressive', 'dialogue', 'yearning']","['trust', 'mood', 'hope', 'breakup', 'passion', 'soft', 'reconciliation', 'guilt', 'sentimental', 'desire', 'ballad', 'duet', 'honesty', 'pop', 'relationship', 'expressive', 'connection', 'sensual', 'love', 'healing', 'vulnerable', 'dialogue', 'emotion', 'conflict', 'communication']"
1mj5HO7KEAopJDRZXRnESe,Jessie J,Nobody's Perfect,"['imperfection', 'self-acceptance', 'vulnerability', 'growth', 'resilience', 'pop', 'empowerment', 'emotional', 'introspective', 'relationship', 'forgiveness', 'honesty', 'struggle', 'hope', 'confidence', 'melodic', 'uplifting', 'personal', 'reflection', 'ballad', 'authenticity', 'strength', 'mistakes', 'learning', 'change']","['growth', 'hope', 'confident', 'mistakes', 'reflection', 'learning', 'struggle', 'guilt', 'imperfection', 'ballad', 'introspection', 'honesty', 'pop', 'authentic', 'relationship', 'strong', 'melody', 'empowerment', 'personal', 'uplift', 'resilience', 'vulnerable', 'emotion', 'change', 'acceptance']"
1n29OfWOMjVg2D6JKRuezp,La Oreja de Van Gogh,Soledad,"['loneliness', 'solitude', 'melancholy', 'reflection', 'heartache', 'emotional', 'pop', 'ballad', 'introspective', 'soft vocals', 'nostalgic', 'love lost', 'quiet', 'sadness', 'yearning', 'gentle melody', 'sentimental', 'vulnerability', 'mood', 'contemplative', 'slow tempo', 'romantic pain', 'wistful', 'intimate', 'expressive']","['mood', 'solitude', 'vocals', 'reflection', 'nostalgia', 'sentimental', 'wistful', 'desire', 'ballad', 'introspection', 'lost love', 'pop', 'heart', 'expressive', 'hurt', 'loud', 'tempo', 'melody', 'sensual', 'contemplation', 'sadness', 'vulnerable', 'emotion']"
1nInOsHbtotAmEOQhtvnzP,Kelly Clarkson,Stronger (What Doesn't Kill You),"['empowerment', 'resilience', 'strength', 'overcoming', 'motivation', 'pop', 'uplifting', 'energetic', 'confidence', 'breakup', 'self-improvement', 'independence', 'determination', 'inspiration', 'emotional', 'anthem', 'growth', 'hope', 'recovery', 'bold', 'dynamic', 'catchy', 'positive', 'assertive', 'vocal']","['growth', 'bold', 'motivation', 'independent', 'hope', 'breakup', 'confident', 'energy', 'recovery', 'determination', 'assertive', 'pop', 'positive', 'overcoming', 'self-improvement', 'dynamic', 'strong', 'inspiration', 'empowerment', 'uplift', 'catchy', 'anthem', 'emotion', 'vocal', 'resilience']"
1nJlx5OeCcZMMQezwXPN7o,Paulina Rubio,Ni Rosas Ni Juguetes,"['empowerment', 'independence', 'breakup', 'self-respect', 'assertiveness', 'pop', 'latin pop', 'dance', 'female perspective', 'relationship', 'freedom', 'confidence', 'rebellion', 'love', 'heartbreak', 'strong woman', 'attitude', 'energetic', 'bold', 'passion', 'modern', 'urban', 'vibrant', 'catchy', 'emotional']","['vibrant', 'bold', 'independent', 'breakup', 'respect', 'confident', 'energy', 'dance', 'passion', 'rebellion', 'attitude', 'assertive', 'pop', 'modern', 'relationship', 'female perspective', 'freedom', 'strong', 'empowerment', 'city', 'love', 'catchy', 'emotion']"
1nYeVF5vIBxMxfPoL0SIWg,Dua Lipa,Hallucinate,"['euphoria', 'dance', 'intensity', 'fantasy', 'energy', 'pop', 'electronic', 'club', 'nightlife', 'beat', 'rhythm', 'love', 'obsession', 'escape', 'vibrant', 'uplifting', 'synth', 'party', 'emotion', 'pulse', 'hypnotic', 'freedom', 'excitement', 'sensory', 'dreamlike']","['vibrant', 'club', 'euphoria', 'beat', 'nightlife', 'escape', 'pulse', 'electro', 'fantasy', 'energy', 'intensity', 'dance', 'sensory', 'pop', 'obsession', 'hypnotic', 'freedom', 'love', 'uplift', 'party', 'synth', 'emotion', 'rhythm', 'dream', 'exciting']"
1npDfdIgKSiOwtDJJqgeBw,La Quinta Estacion,El Sol No Regresa,"['heartbreak', 'loss', 'sadness', 'regret', 'loneliness', 'pop rock', 'emotional', 'melancholy', 'love', 'breakup', 'reflection', 'pain', 'yearning', 'nostalgia', 'vocals', 'guitar', 'romantic', 'introspection', 'sentimental', 'slow tempo', 'despair', 'vulnerability', 'hope', 'night', 'darkness']","['mood', 'romance', 'solitude', 'despair', 'guitar', 'regret', 'hope', 'breakup', 'vocals', 'reflection', 'nostalgia', 'sentimental', 'desire', 'night', 'dark', 'introspection', 'pop', 'hurt', 'tempo', 'love', 'loss', 'sadness', 'vulnerable', 'emotion']"
1nqScNCPT8m2Y6oS7sfNNs,System Of A Down,Revenga,"['revenge', 'anger', 'justice', 'betrayal', 'intensity', 'metal', 'aggression', 'dark', 'chaotic', 'emotional', 'distorted guitars', 'fast tempo', 'raw energy', 'conflict', 'powerful vocals', 'rebellion', 'frustration', 'vengeance', 'hard rock', 'expressive', 'dynamic', 'forceful', 'gritty', 'passion', 'confrontation']","['betrayal', 'distorted', 'metal', 'gritty', 'violent', 'chaos', 'revenge', 'anger', 'forceful', 'vocals', 'energy', 'intensity', 'passion', 'rebellion', 'frustration', 'rock', 'dark', 'confrontation', 'dynamic', 'expressive', 'tempo', 'justice', 'emotion', 'conflict']"
1nyhxMuzCgJ6Isw7t8irYD,PXNDX,Pathetica,"['melancholy', 'introspection', 'emotional', 'dark', 'dramatic', 'alternative rock', 'moody', 'guitar-driven', 'intense', 'raw', 'youthful', 'rebellious', 'anguish', 'nostalgic', 'powerful', 'expressive', 'dynamic', 'energetic', 'gritty', 'passionate', 'urban', 'conflicted', 'reflective', 'emotive', 'bold']","['mood', 'moody', 'gritty', 'bold', 'heavy', 'guitar', 'drama', 'energy', 'anguish', 'reflection', 'youthful', 'nostalgia', 'rebellion', 'passion', 'rock', 'intense', 'dark', 'introspection', 'emotive', 'dynamic', 'expressive', 'raw', 'city', 'emotion', 'conflict']"
